"date","state","fips","cases","deaths","name","description","latitude","longitude","new_cases"
2020-07-01,"florida",12,158989,3549,"Florida","Tallahassee",30.438118,-84.281296,6563
2020-07-02,"florida",12,169098,3616,"Florida","Tallahassee",30.438118,-84.281296,10109
2020-07-03,"florida",12,178586,3683,"Florida","Tallahassee",30.438118,-84.281296,9488
2020-07-04,"florida",12,190044,3701,"Florida","Tallahassee",30.438118,-84.281296,11458
2020-07-05,"florida",12,200103,3730,"Florida","Tallahassee",30.438118,-84.281296,10059
2020-07-06,"florida",12,206439,3777,"Florida","Tallahassee",30.438118,-84.281296,6336
2020-07-07,"florida",12,213786,3840,"Florida","Tallahassee",30.438118,-84.281296,7347
2020-07-08,"florida",12,223775,3888,"Florida","Tallahassee",30.438118,-84.281296,9989
2020-07-09,"florida",12,232710,4008,"Florida","Tallahassee",30.438118,-84.281296,8935
2020-07-10,"florida",12,244143,4101,"Florida","Tallahassee",30.438118,-84.281296,11433
2020-07-11,"florida",12,254503,4196,"Florida","Tallahassee",30.438118,-84.281296,10360
2020-07-12,"florida",12,269803,4241,"Florida","Tallahassee",30.438118,-84.281296,15300
2020-07-13,"florida",12,282427,4276,"Florida","Tallahassee",30.438118,-84.281296,12624
2020-07-14,"florida",12,291621,4408,"Florida","Tallahassee",30.438118,-84.281296,9194
2020-07-15,"florida",12,301802,4520,"Florida","Tallahassee",30.438118,-84.281296,10181
2020-07-16,"florida",12,315767,4676,"Florida","Tallahassee",30.438118,-84.281296,13965
2020-07-17,"florida",12,327233,4804,"Florida","Tallahassee",30.438118,-84.281296,11466
2020-07-18,"florida",12,337561,4894,"Florida","Tallahassee",30.438118,-84.281296,10328
2020-07-19,"florida",12,350039,4981,"Florida","Tallahassee",30.438118,-84.281296,12478
2020-07-20,"florida",12,360386,5071,"Florida","Tallahassee",30.438118,-84.281296,10347
2020-07-21,"florida",12,369826,5205,"Florida","Tallahassee",30.438118,-84.281296,9440
2020-07-22,"florida",12,379611,5344,"Florida","Tallahassee",30.438118,-84.281296,9785
2020-07-23,"florida",12,389860,5517,"Florida","Tallahassee",30.438118,-84.281296,10249
2020-07-24,"florida",12,402304,5652,"Florida","Tallahassee",30.438118,-84.281296,12444
2020-07-25,"florida",12,414503,5776,"Florida","Tallahassee",30.438118,-84.281296,12199
2020-07-26,"florida",12,423847,5853,"Florida","Tallahassee",30.438118,-84.281296,9344
2020-07-27,"florida",12,432739,5930,"Florida","Tallahassee",30.438118,-84.281296,8892
2020-07-28,"florida",12,441969,6116,"Florida","Tallahassee",30.438118,-84.281296,9230
2020-07-29,"florida",12,451415,6332,"Florida","Tallahassee",30.438118,-84.281296,9446
2020-07-30,"florida",12,461371,6585,"Florida","Tallahassee",30.438118,-84.281296,9956
2020-07-31,"florida",12,470378,6842,"Florida","Tallahassee",30.438118,-84.281296,9007
2020-08-01,"florida",12,480020,7021,"Florida","Tallahassee",30.438118,-84.281296,9642
2020-08-02,"florida",12,487124,7083,"Florida","Tallahassee",30.438118,-84.281296,7104
2020-08-03,"florida",12,491876,7156,"Florida","Tallahassee",30.438118,-84.281296,4752
2020-08-04,"florida",12,497322,7401,"Florida","Tallahassee",30.438118,-84.281296,5446
2020-08-05,"florida",12,502731,7626,"Florida","Tallahassee",30.438118,-84.281296,5409
2020-08-06,"florida",12,510381,7746,"Florida","Tallahassee",30.438118,-84.281296,7650
2020-08-07,"florida",12,518067,7926,"Florida","Tallahassee",30.438118,-84.281296,7686
2020-08-08,"florida",12,526569,8108,"Florida","Tallahassee",30.438118,-84.281296,8502
2020-08-09,"florida",12,532798,8185,"Florida","Tallahassee",30.438118,-84.281296,6229
2020-08-10,"florida",12,536953,8276,"Florida","Tallahassee",30.438118,-84.281296,4155
2020-08-11,"florida",12,542784,8552,"Florida","Tallahassee",30.438118,-84.281296,5831
2020-08-12,"florida",12,550893,8764,"Florida","Tallahassee",30.438118,-84.281296,8109
2020-08-13,"florida",12,557129,8912,"Florida","Tallahassee",30.438118,-84.281296,6236
2020-08-14,"florida",12,563277,9140,"Florida","Tallahassee",30.438118,-84.281296,6148
2020-08-15,"florida",12,569629,9344,"Florida","Tallahassee",30.438118,-84.281296,6352
2020-08-16,"florida",12,573408,9451,"Florida","Tallahassee",30.438118,-84.281296,3779
2020-08-17,"florida",12,576086,9538,"Florida","Tallahassee",30.438118,-84.281296,2678
2020-08-18,"florida",12,579924,9757,"Florida","Tallahassee",30.438118,-84.281296,3838
2020-08-19,"florida",12,584039,9931,"Florida","Tallahassee",30.438118,-84.281296,4115
2020-08-20,"florida",12,588594,10048,"Florida","Tallahassee",30.438118,-84.281296,4555
2020-08-21,"florida",12,593278,10167,"Florida","Tallahassee",30.438118,-84.281296,4684
2020-08-22,"florida",12,597589,10273,"Florida","Tallahassee",30.438118,-84.281296,4311
2020-08-23,"florida",12,600563,10324,"Florida","Tallahassee",30.438118,-84.281296,2974
2020-08-24,"florida",12,602821,10396,"Florida","Tallahassee",30.438118,-84.281296,2258
2020-08-25,"florida",12,605494,10579,"Florida","Tallahassee",30.438118,-84.281296,2673
2020-08-26,"florida",12,608714,10732,"Florida","Tallahassee",30.438118,-84.281296,3220
2020-08-27,"florida",12,611983,10867,"Florida","Tallahassee",30.438118,-84.281296,3269
2020-08-28,"florida",12,615798,10956,"Florida","Tallahassee",30.438118,-84.281296,3815
2020-08-29,"florida",12,618995,11104,"Florida","Tallahassee",30.438118,-84.281296,3197
2020-08-30,"florida",12,621578,11118,"Florida","Tallahassee",30.438118,-84.281296,2583
2020-08-31,"florida",12,623463,11186,"Florida","Tallahassee",30.438118,-84.281296,1885
2020-09-01,"florida",12,631032,11373,"Florida","Tallahassee",30.438118,-84.281296,7569
2020-09-02,"florida",12,633434,11500,"Florida","Tallahassee",30.438118,-84.281296,2402
2020-09-03,"florida",12,637005,11649,"Florida","Tallahassee",30.438118,-84.281296,3571
2020-09-04,"florida",12,640203,11749,"Florida","Tallahassee",30.438118,-84.281296,3198
2020-09-05,"florida",12,643859,11810,"Florida","Tallahassee",30.438118,-84.281296,3656
2020-09-06,"florida",12,646423,11848,"Florida","Tallahassee",30.438118,-84.281296,2564
2020-09-07,"florida",12,648261,11870,"Florida","Tallahassee",30.438118,-84.281296,1838
2020-09-08,"florida",12,650084,11914,"Florida","Tallahassee",30.438118,-84.281296,1823
2020-09-09,"florida",12,652140,12114,"Florida","Tallahassee",30.438118,-84.281296,2056
2020-09-10,"florida",12,654723,12325,"Florida","Tallahassee",30.438118,-84.281296,2583
2020-09-11,"florida",12,658373,12501,"Florida","Tallahassee",30.438118,-84.281296,3650
2020-09-12,"florida",12,661563,12599,"Florida","Tallahassee",30.438118,-84.281296,3190
2020-09-13,"florida",12,663986,12607,"Florida","Tallahassee",30.438118,-84.281296,2423
2020-09-14,"florida",12,665722,12641,"Florida","Tallahassee",30.438118,-84.281296,1736
2020-09-15,"florida",12,668838,12786,"Florida","Tallahassee",30.438118,-84.281296,3116
2020-09-16,"florida",12,671193,12938,"Florida","Tallahassee",30.438118,-84.281296,2355
2020-09-17,"florida",12,674448,13085,"Florida","Tallahassee",30.438118,-84.281296,3255
2020-09-18,"florida",12,677652,13224,"Florida","Tallahassee",30.438118,-84.281296,3204
2020-09-19,"florida",12,681225,13286,"Florida","Tallahassee",30.438118,-84.281296,3573
2020-09-20,"florida",12,683746,13295,"Florida","Tallahassee",30.438118,-84.281296,2521
2020-09-21,"florida",12,685431,13316,"Florida","Tallahassee",30.438118,-84.281296,1685
2020-09-22,"florida",12,687901,13415,"Florida","Tallahassee",30.438118,-84.281296,2470
2020-09-23,"florida",12,690491,13617,"Florida","Tallahassee",30.438118,-84.281296,2590
2020-09-24,"florida",12,693032,13794,"Florida","Tallahassee",30.438118,-84.281296,2541
2020-09-25,"florida",12,695879,13914,"Florida","Tallahassee",30.438118,-84.281296,2847
2020-09-26,"florida",12,698674,14021,"Florida","Tallahassee",30.438118,-84.281296,2795
2020-09-27,"florida",12,700556,14031,"Florida","Tallahassee",30.438118,-84.281296,1882
2020-09-28,"florida",12,701294,14036,"Florida","Tallahassee",30.438118,-84.281296,738
2020-09-29,"florida",12,704560,14142,"Florida","Tallahassee",30.438118,-84.281296,3266
2020-09-30,"florida",12,706508,14316,"Florida","Tallahassee",30.438118,-84.281296,1948
2020-10-01,"florida",12,709136,14443,"Florida","Tallahassee",30.438118,-84.281296,2628
2020-10-02,"florida",12,711796,14553,"Florida","Tallahassee",30.438118,-84.281296,2660
2020-10-03,"florida",12,714583,14627,"Florida","Tallahassee",30.438118,-84.281296,2787
2020-10-04,"florida",12,716451,14670,"Florida","Tallahassee",30.438118,-84.281296,1868
2020-10-05,"florida",12,717866,14711,"Florida","Tallahassee",30.438118,-84.281296,1415
2020-10-06,"florida",12,720117,14766,"Florida","Tallahassee",30.438118,-84.281296,2251
2020-10-07,"florida",12,722699,14903,"Florida","Tallahassee",30.438118,-84.281296,2582
2020-10-08,"florida",12,726005,15067,"Florida","Tallahassee",30.438118,-84.281296,3306
2020-10-09,"florida",12,728913,15185,"Florida","Tallahassee",30.438118,-84.281296,2908
2020-10-10,"florida",12,728913,15185,"Florida","Tallahassee",30.438118,-84.281296,0
2020-10-11,"florida",12,734483,15363,"Florida","Tallahassee",30.438118,-84.281296,5570
2020-10-12,"florida",12,736016,15411,"Florida","Tallahassee",30.438118,-84.281296,1533
2020-10-13,"florida",12,738741,15530,"Florida","Tallahassee",30.438118,-84.281296,2725
2020-10-14,"florida",12,741624,15594,"Florida","Tallahassee",30.438118,-84.281296,2883
2020-10-15,"florida",12,744980,15735,"Florida","Tallahassee",30.438118,-84.281296,3356
2020-10-16,"florida",12,748429,15829,"Florida","Tallahassee",30.438118,-84.281296,3449
2020-10-17,"florida",12,752473,15916,"Florida","Tallahassee",30.438118,-84.281296,4044
2020-10-18,"florida",12,755012,15966,"Florida","Tallahassee",30.438118,-84.281296,2539
2020-10-19,"florida",12,756719,16020,"Florida","Tallahassee",30.438118,-84.281296,1707
2020-10-20,"florida",12,760381,16104,"Florida","Tallahassee",30.438118,-84.281296,3662
2020-10-21,"florida",12,762525,16209,"Florida","Tallahassee",30.438118,-84.281296,2144
2020-10-22,"florida",12,768083,16266,"Florida","Tallahassee",30.438118,-84.281296,5558
2020-10-23,"florida",12,771772,16339,"Florida","Tallahassee",30.438118,-84.281296,3689
2020-10-24,"florida",12,776243,16416,"Florida","Tallahassee",30.438118,-84.281296,4471
2020-10-25,"florida",12,778628,16428,"Florida","Tallahassee",30.438118,-84.281296,2385
2020-10-26,"florida",12,782005,16448,"Florida","Tallahassee",30.438118,-84.281296,3377
2020-10-27,"florida",12,786303,16504,"Florida","Tallahassee",30.438118,-84.281296,4298
2020-10-28,"florida",12,790418,16570,"Florida","Tallahassee",30.438118,-84.281296,4115
2020-10-29,"florida",12,794616,16647,"Florida","Tallahassee",30.438118,-84.281296,4198
2020-10-30,"florida",12,800208,16719,"Florida","Tallahassee",30.438118,-84.281296,5592
2020-10-31,"florida",12,802539,16760,"Florida","Tallahassee",30.438118,-84.281296,2331
2020-11-01,"florida",12,807404,16788,"Florida","Tallahassee",30.438118,-84.281296,4865
2020-11-02,"florida",12,812055,16833,"Florida","Tallahassee",30.438118,-84.281296,4651
2020-11-03,"florida",12,816692,16889,"Florida","Tallahassee",30.438118,-84.281296,4637
2020-11-04,"florida",12,821115,16921,"Florida","Tallahassee",30.438118,-84.281296,4423
2020-11-05,"florida",12,827372,16960,"Florida","Tallahassee",30.438118,-84.281296,6257
2020-11-06,"florida",12,832617,17013,"Florida","Tallahassee",30.438118,-84.281296,5245
2020-11-07,"florida",12,837069,17099,"Florida","Tallahassee",30.438118,-84.281296,4452
2020-11-08,"florida",12,843889,17120,"Florida","Tallahassee",30.438118,-84.281296,6820
2020-11-09,"florida",12,847813,17178,"Florida","Tallahassee",30.438118,-84.281296,3924
2020-11-10,"florida",12,852166,17247,"Florida","Tallahassee",30.438118,-84.281296,4353
2020-11-11,"florida",12,858004,17299,"Florida","Tallahassee",30.438118,-84.281296,5838
2020-11-12,"florida",12,863611,17371,"Florida","Tallahassee",30.438118,-84.281296,5607
2020-11-13,"florida",12,870544,17444,"Florida","Tallahassee",30.438118,-84.281296,6933
2020-11-14,"florida",12,875088,17488,"Florida","Tallahassee",30.438118,-84.281296,4544
2020-11-15,"florida",12,885193,17517,"Florida","Tallahassee",30.438118,-84.281296,10105
2020-11-16,"florida",12,889856,17558,"Florida","Tallahassee",30.438118,-84.281296,4663
2020-11-17,"florida",12,897315,17643,"Florida","Tallahassee",30.438118,-84.281296,7459
2020-11-18,"florida",12,905240,17730,"Florida","Tallahassee",30.438118,-84.281296,7925
2020-11-19,"florida",12,914325,17809,"Florida","Tallahassee",30.438118,-84.281296,9085
2020-11-20,"florida",12,923410,17888,"Florida","Tallahassee",30.438118,-84.281296,9085
2020-11-21,"florida",12,931819,17929,"Florida","Tallahassee",30.438118,-84.281296,8409
2020-11-22,"florida",12,938406,17990,"Florida","Tallahassee",30.438118,-84.281296,6587
2020-11-23,"florida",12,944737,18084,"Florida","Tallahassee",30.438118,-84.281296,6331
2020-11-24,"florida",12,953292,18156,"Florida","Tallahassee",30.438118,-84.281296,8555
2020-11-25,"florida",12,961668,18253,"Florida","Tallahassee",30.438118,-84.281296,8376
2020-11-26,"florida",12,961668,18253,"Florida","Tallahassee",30.438118,-84.281296,0
2020-11-27,"florida",12,979012,18362,"Florida","Tallahassee",30.438118,-84.281296,17344
2020-11-28,"florida",12,985289,18441,"Florida","Tallahassee",30.438118,-84.281296,6277
2020-11-29,"florida",12,992652,18499,"Florida","Tallahassee",30.438118,-84.281296,7363
2020-11-30,"florida",12,999311,18596,"Florida","Tallahassee",30.438118,-84.281296,6659
2020-12-01,"florida",12,1008158,18678,"Florida","Tallahassee",30.438118,-84.281296,8847
2020-12-02,"florida",12,1018152,18775,"Florida","Tallahassee",30.438118,-84.281296,9994
2020-12-03,"florida",12,1029022,18873,"Florida","Tallahassee",30.438118,-84.281296,10870
2020-12-04,"florida",12,1039199,18993,"Florida","Tallahassee",30.438118,-84.281296,10177
2020-12-05,"florida",12,1049630,19083,"Florida","Tallahassee",30.438118,-84.281296,10431
2020-12-06,"florida",12,1058066,19176,"Florida","Tallahassee",30.438118,-84.281296,8436
2020-12-07,"florida",12,1065777,19281,"Florida","Tallahassee",30.438118,-84.281296,7711
2020-12-08,"florida",12,1073762,19377,"Florida","Tallahassee",30.438118,-84.281296,7985
2020-12-09,"florida",12,1083354,19461,"Florida","Tallahassee",30.438118,-84.281296,9592
2020-12-10,"florida",12,1094689,19590,"Florida","Tallahassee",30.438118,-84.281296,11335
2020-12-11,"florida",12,1106388,19713,"Florida","Tallahassee",30.438118,-84.281296,11699
2020-12-12,"florida",12,1116965,19784,"Florida","Tallahassee",30.438118,-84.281296,10577
2020-12-13,"florida",12,1125923,19865,"Florida","Tallahassee",30.438118,-84.281296,8958
2020-12-14,"florida",12,1134375,20002,"Florida","Tallahassee",30.438118,-84.281296,8452
2020-12-15,"florida",12,1143786,20081,"Florida","Tallahassee",30.438118,-84.281296,9411
2020-12-16,"florida",12,1155327,20203,"Florida","Tallahassee",30.438118,-84.281296,11541
2020-12-17,"florida",12,1168475,20304,"Florida","Tallahassee",30.438118,-84.281296,13148
2020-12-18,"florida",12,1181475,20400,"Florida","Tallahassee",30.438118,-84.281296,13000
2020-12-19,"florida",12,1193157,20472,"Florida","Tallahassee",30.438118,-84.281296,11682
2020-12-20,"florida",12,1201558,20567,"Florida","Tallahassee",30.438118,-84.281296,8401
2020-12-21,"florida",12,1212573,20679,"Florida","Tallahassee",30.438118,-84.281296,11015
2020-12-22,"florida",12,1223007,20753,"Florida","Tallahassee",30.438118,-84.281296,10434
2020-12-23,"florida",12,1234391,20873,"Florida","Tallahassee",30.438118,-84.281296,11384
2020-12-24,"florida",12,1247538,20994,"Florida","Tallahassee",30.438118,-84.281296,13147
2020-12-25,"florida",12,1247538,20994,"Florida","Tallahassee",30.438118,-84.281296,0
2020-12-26,"florida",12,1264580,21134,"Florida","Tallahassee",30.438118,-84.281296,17042
2020-12-27,"florida",12,1271971,21211,"Florida","Tallahassee",30.438118,-84.281296,7391
2020-12-28,"florida",12,1280169,21307,"Florida","Tallahassee",30.438118,-84.281296,8198
2020-12-29,"florida",12,1292244,21408,"Florida","Tallahassee",30.438118,-84.281296,12075
2020-12-30,"florida",12,1306115,21545,"Florida","Tallahassee",30.438118,-84.281296,13871
2020-12-31,"florida",12,1323307,21672,"Florida","Tallahassee",30.438118,-84.281296,17192
2021-01-01,"florida",12,1323307,21672,"Florida","Tallahassee",30.438118,-84.281296,0
2021-01-02,"florida",12,1354825,21889,"Florida","Tallahassee",30.438118,-84.281296,31518
2021-01-03,"florida",12,1365428,21986,"Florida","Tallahassee",30.438118,-84.281296,10603
2021-01-04,"florida",12,1376684,22089,"Florida","Tallahassee",30.438118,-84.281296,11256
2021-01-05,"florida",12,1392115,22187,"Florida","Tallahassee",30.438118,-84.281296,15431
2021-01-06,"florida",12,1409898,22316,"Florida","Tallahassee",30.438118,-84.281296,17783
2021-01-07,"florida",12,1429714,22480,"Florida","Tallahassee",30.438118,-84.281296,19816
2021-01-08,"florida",12,1449244,22665,"Florida","Tallahassee",30.438118,-84.281296,19530
2021-01-09,"florida",12,1464689,22803,"Florida","Tallahassee",30.438118,-84.281296,15445
2021-01-10,"florida",12,1477002,22911,"Florida","Tallahassee",30.438118,-84.281296,12313
2021-01-11,"florida",12,1488578,23070,"Florida","Tallahassee",30.438118,-84.281296,11576
2021-01-12,"florida",12,1503474,23226,"Florida","Tallahassee",30.438118,-84.281296,14896
2021-01-13,"florida",12,1517464,23395,"Florida","Tallahassee",30.438118,-84.281296,13990
2021-01-14,"florida",12,1531184,23612,"Florida","Tallahassee",30.438118,-84.281296,13720
2021-01-15,"florida",12,1548059,23798,"Florida","Tallahassee",30.438118,-84.281296,16875
2021-01-16,"florida",12,1560178,24003,"Florida","Tallahassee",30.438118,-84.281296,12119
2021-01-17,"florida",12,1571271,24136,"Florida","Tallahassee",30.438118,-84.281296,11093
2021-01-18,"florida",12,1579273,24273,"Florida","Tallahassee",30.438118,-84.281296,8002
2021-01-19,"florida",12,1589089,24435,"Florida","Tallahassee",30.438118,-84.281296,9816
2021-01-20,"florida",12,1601003,24577,"Florida","Tallahassee",30.438118,-84.281296,11914
2021-01-21,"florida",12,1613876,24738,"Florida","Tallahassee",30.438118,-84.281296,12873
2021-01-22,"florida",12,1627595,25010,"Florida","Tallahassee",30.438118,-84.281296,13719
2021-01-23,"florida",12,1639906,25163,"Florida","Tallahassee",30.438118,-84.281296,12311
2021-01-24,"florida",12,1649441,25292,"Florida","Tallahassee",30.438118,-84.281296,9535
2021-01-25,"florida",12,1658161,25445,"Florida","Tallahassee",30.438118,-84.281296,8720
2021-01-26,"florida",12,1667755,25672,"Florida","Tallahassee",30.438118,-84.281296,9594
2021-01-27,"florida",12,1676163,25832,"Florida","Tallahassee",30.438118,-84.281296,8408
2021-01-28,"florida",12,1687586,26034,"Florida","Tallahassee",30.438118,-84.281296,11423
2021-01-29,"florida",12,1698562,26253,"Florida","Tallahassee",30.438118,-84.281296,10976
2021-01-30,"florida",12,1713581,26359,"Florida","Tallahassee",30.438118,-84.281296,15019
2021-01-31,"florida",12,1721369,26478,"Florida","Tallahassee",30.438118,-84.281296,7788
2021-02-01,"florida",12,1727099,26684,"Florida","Tallahassee",30.438118,-84.281296,5730
2021-02-02,"florida",12,1737632,26821,"Florida","Tallahassee",30.438118,-84.281296,10533
2021-02-03,"florida",12,1744611,27018,"Florida","Tallahassee",30.438118,-84.281296,6979
2021-02-04,"florida",12,1752322,27246,"Florida","Tallahassee",30.438118,-84.281296,7711
2021-02-05,"florida",12,1763865,27456,"Florida","Tallahassee",30.438118,-84.281296,11543
2021-02-06,"florida",12,1771351,27598,"Florida","Tallahassee",30.438118,-84.281296,7486
2021-02-07,"florida",12,1777975,27695,"Florida","Tallahassee",30.438118,-84.281296,6624
2021-02-08,"florida",12,1783712,27814,"Florida","Tallahassee",30.438118,-84.281296,5737
2021-02-09,"florida",12,1790735,28047,"Florida","Tallahassee",30.438118,-84.281296,7023
2021-02-10,"florida",12,1798272,28207,"Florida","Tallahassee",30.438118,-84.281296,7537
2021-02-11,"florida",12,1806797,28381,"Florida","Tallahassee",30.438118,-84.281296,8525
2021-02-12,"florida",12,1814414,28564,"Florida","Tallahassee",30.438118,-84.281296,7617
2021-02-13,"florida",12,1821929,28682,"Florida","Tallahassee",30.438118,-84.281296,7515
2021-02-14,"florida",12,1827365,28778,"Florida","Tallahassee",30.438118,-84.281296,5436
2021-02-15,"florida",12,1830980,28933,"Florida","Tallahassee",30.438118,-84.281296,3615
2021-02-16,"florida",12,1837277,29153,"Florida","Tallahassee",30.438118,-84.281296,6297
2021-02-17,"florida",12,1844619,29310,"Florida","Tallahassee",30.438118,-84.281296,7342
2021-02-18,"florida",12,1849736,29473,"Florida","Tallahassee",30.438118,-84.281296,5117
2021-02-19,"florida",12,1856419,29691,"Florida","Tallahassee",30.438118,-84.281296,6683
2021-02-20,"florida",12,1863699,29812,"Florida","Tallahassee",30.438118,-84.281296,7280
2021-02-21,"florida",12,1868764,29905,"Florida","Tallahassee",30.438118,-84.281296,5065
2021-02-22,"florida",12,1872915,30064,"Florida","Tallahassee",30.438118,-84.281296,4151
2021-02-23,"florida",12,1878525,30212,"Florida","Tallahassee",30.438118,-84.281296,5610
2021-02-24,"florida",12,1885653,30339,"Florida","Tallahassee",30.438118,-84.281296,7128
2021-02-25,"florida",12,1892293,30477,"Florida","Tallahassee",30.438118,-84.281296,6640
2021-02-26,"florida",12,1898215,30623,"Florida","Tallahassee",30.438118,-84.281296,5922
2021-02-27,"florida",12,1903674,30733,"Florida","Tallahassee",30.438118,-84.281296,5459
2021-02-28,"florida",12,1909213,30851,"Florida","Tallahassee",30.438118,-84.281296,5539
2021-03-01,"florida",12,1910913,30998,"Florida","Tallahassee",30.438118,-84.281296,1700
2021-03-02,"florida",12,1918092,31134,"Florida","Tallahassee",30.438118,-84.281296,7179
2021-03-03,"florida",12,1924106,31266,"Florida","Tallahassee",30.438118,-84.281296,6014
2021-03-04,"florida",12,1930224,31386,"Florida","Tallahassee",30.438118,-84.281296,6118
2021-03-05,"florida",12,1936199,31521,"Florida","Tallahassee",30.438118,-84.281296,5975
2021-03-06,"florida",12,1940889,31619,"Florida","Tallahassee",30.438118,-84.281296,4690
2021-03-07,"florida",12,1944987,31682,"Florida","Tallahassee",30.438118,-84.281296,4098
2021-03-08,"florida",12,1948299,31763,"Florida","Tallahassee",30.438118,-84.281296,3312
2021-03-09,"florida",12,1952725,31888,"Florida","Tallahassee",30.438118,-84.281296,4426
2021-03-10,"florida",12,1957578,31947,"Florida","Tallahassee",30.438118,-84.281296,4853
2021-03-11,"florida",12,1962643,32039,"Florida","Tallahassee",30.438118,-84.281296,5065
2021-03-12,"florida",12,1967857,32144,"Florida","Tallahassee",30.438118,-84.281296,5214
2021-03-13,"florida",12,1973101,32224,"Florida","Tallahassee",30.438118,-84.281296,5244
2021-03-14,"florida",12,1976800,32254,"Florida","Tallahassee",30.438118,-84.281296,3699
2021-03-15,"florida",12,1979626,32347,"Florida","Tallahassee",30.438118,-84.281296,2826
2021-03-16,"florida",12,1984417,32448,"Florida","Tallahassee",30.438118,-84.281296,4791
2021-03-17,"florida",12,1989016,32503,"Florida","Tallahassee",30.438118,-84.281296,4599
2021-03-18,"florida",12,1994109,32597,"Florida","Tallahassee",30.438118,-84.281296,5093
2021-03-19,"florida",12,1999249,32650,"Florida","Tallahassee",30.438118,-84.281296,5140
2021-03-20,"florida",12,2004354,32712,"Florida","Tallahassee",30.438118,-84.281296,5105
2021-03-21,"florida",12,2008341,32741,"Florida","Tallahassee",30.438118,-84.281296,3987
2021-03-22,"florida",12,2011203,32778,"Florida","Tallahassee",30.438118,-84.281296,2862
2021-03-23,"florida",12,2016505,32819,"Florida","Tallahassee",30.438118,-84.281296,5302
2021-03-24,"florida",12,2021648,32849,"Florida","Tallahassee",30.438118,-84.281296,5143
2021-03-25,"florida",12,2027421,32956,"Florida","Tallahassee",30.438118,-84.281296,5773
2021-03-26,"florida",12,2033171,33115,"Florida","Tallahassee",30.438118,-84.281296,5750
2021-03-27,"florida",12,2039054,33141,"Florida","Tallahassee",30.438118,-84.281296,5883
2021-03-28,"florida",12,2043997,33177,"Florida","Tallahassee",30.438118,-84.281296,4943
2021-03-29,"florida",12,2047371,33246,"Florida","Tallahassee",30.438118,-84.281296,3374
2021-03-30,"florida",12,2052433,33337,"Florida","Tallahassee",30.438118,-84.281296,5062
2021-03-31,"florida",12,2057727,33424,"Florida","Tallahassee",30.438118,-84.281296,5294
2021-04-01,"florida",12,2064517,33493,"Florida","Tallahassee",30.438118,-84.281296,6790
2021-04-02,"florida",12,2071007,33585,"Florida","Tallahassee",30.438118,-84.281296,6490
2021-04-03,"florida",12,2077024,33651,"Florida","Tallahassee",30.438118,-84.281296,6017
2021-04-04,"florida",12,2081818,33673,"Florida","Tallahassee",30.438118,-84.281296,4794
2021-04-05,"florida",12,2085298,33709,"Florida","Tallahassee",30.438118,-84.281296,3480
2020-03-02,"georgia",13,2,0,"Georgia","Atlanta<br>",33.749027,-84.388229,0
2020-03-03,"georgia",13,2,0,"Georgia","Atlanta<br>",33.749027,-84.388229,0
2020-03-04,"georgia",13,2,0,"Georgia","Atlanta<br>",33.749027,-84.388229,0
2020-03-05,"georgia",13,2,0,"Georgia","Atlanta<br>",33.749027,-84.388229,0
2020-03-06,"georgia",13,3,0,"Georgia","Atlanta<br>",33.749027,-84.388229,1
2020-03-07,"georgia",13,7,0,"Georgia","Atlanta<br>",33.749027,-84.388229,4
2020-03-08,"georgia",13,11,0,"Georgia","Atlanta<br>",33.749027,-84.388229,4
2020-03-09,"georgia",13,17,0,"Georgia","Atlanta<br>",33.749027,-84.388229,6
2020-03-10,"georgia",13,22,0,"Georgia","Atlanta<br>",33.749027,-84.388229,5
2020-03-11,"georgia",13,31,0,"Georgia","Atlanta<br>",33.749027,-84.388229,9
2020-03-12,"georgia",13,31,1,"Georgia","Atlanta<br>",33.749027,-84.388229,0
2020-03-13,"georgia",13,41,1,"Georgia","Atlanta<br>",33.749027,-84.388229,10
2020-03-14,"georgia",13,65,1,"Georgia","Atlanta<br>",33.749027,-84.388229,24
2020-03-15,"georgia",13,97,1,"Georgia","Atlanta<br>",33.749027,-84.388229,32
2020-03-16,"georgia",13,118,1,"Georgia","Atlanta<br>",33.749027,-84.388229,21
2020-03-17,"georgia",13,142,1,"Georgia","Atlanta<br>",33.749027,-84.388229,24
2020-03-18,"georgia",13,193,3,"Georgia","Atlanta<br>",33.749027,-84.388229,51
2020-03-19,"georgia",13,282,10,"Georgia","Atlanta<br>",33.749027,-84.388229,89
2020-03-20,"georgia",13,482,14,"Georgia","Atlanta<br>",33.749027,-84.388229,200
2020-03-21,"georgia",13,552,20,"Georgia","Atlanta<br>",33.749027,-84.388229,70
2020-03-22,"georgia",13,620,25,"Georgia","Atlanta<br>",33.749027,-84.388229,68
2020-03-23,"georgia",13,800,25,"Georgia","Atlanta<br>",33.749027,-84.388229,180
2020-03-24,"georgia",13,1095,38,"Georgia","Atlanta<br>",33.749027,-84.388229,295
2020-03-25,"georgia",13,1385,47,"Georgia","Atlanta<br>",33.749027,-84.388229,290
2020-03-26,"georgia",13,1641,56,"Georgia","Atlanta<br>",33.749027,-84.388229,256
2020-03-27,"georgia",13,2198,64,"Georgia","Atlanta<br>",33.749027,-84.388229,557
2020-03-28,"georgia",13,2447,79,"Georgia","Atlanta<br>",33.749027,-84.388229,249
