"","date","state","fips","cases","deaths","latitude","longitude","name"
"1",2020-03-13,"alabama",1,6,0,32.7794,-86.8287,"alabama"
"2",2020-03-14,"alabama",1,12,0,32.7794,-86.8287,"alabama"
"3",2020-03-15,"alabama",1,23,0,32.7794,-86.8287,"alabama"
"4",2020-03-16,"alabama",1,29,0,32.7794,-86.8287,"alabama"
"5",2020-03-17,"alabama",1,39,0,32.7794,-86.8287,"alabama"
"6",2020-03-18,"alabama",1,51,0,32.7794,-86.8287,"alabama"
"7",2020-03-19,"alabama",1,78,0,32.7794,-86.8287,"alabama"
"8",2020-03-20,"alabama",1,106,0,32.7794,-86.8287,"alabama"
"9",2020-03-21,"alabama",1,131,0,32.7794,-86.8287,"alabama"
"10",2020-03-22,"alabama",1,157,0,32.7794,-86.8287,"alabama"
"11",2020-03-23,"alabama",1,196,0,32.7794,-86.8287,"alabama"
"12",2020-03-24,"alabama",1,242,0,32.7794,-86.8287,"alabama"
"13",2020-03-25,"alabama",1,386,1,32.7794,-86.8287,"alabama"
"14",2020-03-26,"alabama",1,538,3,32.7794,-86.8287,"alabama"
"15",2020-03-27,"alabama",1,639,4,32.7794,-86.8287,"alabama"
"16",2020-03-28,"alabama",1,720,4,32.7794,-86.8287,"alabama"
"17",2020-03-29,"alabama",1,830,5,32.7794,-86.8287,"alabama"
"18",2020-03-30,"alabama",1,947,11,32.7794,-86.8287,"alabama"
"19",2020-03-31,"alabama",1,999,14,32.7794,-86.8287,"alabama"
"20",2020-04-01,"alabama",1,1108,28,32.7794,-86.8287,"alabama"
"21",2020-04-02,"alabama",1,1270,32,32.7794,-86.8287,"alabama"
"22",2020-04-03,"alabama",1,1535,38,32.7794,-86.8287,"alabama"
"23",2020-04-04,"alabama",1,1632,44,32.7794,-86.8287,"alabama"
"24",2020-04-05,"alabama",1,1840,45,32.7794,-86.8287,"alabama"
"25",2020-04-06,"alabama",1,2005,53,32.7794,-86.8287,"alabama"
"26",2020-04-07,"alabama",1,2197,64,32.7794,-86.8287,"alabama"
"27",2020-04-08,"alabama",1,2498,67,32.7794,-86.8287,"alabama"
"28",2020-04-09,"alabama",1,2838,78,32.7794,-86.8287,"alabama"
"29",2020-04-10,"alabama",1,3008,80,32.7794,-86.8287,"alabama"
"30",2020-04-11,"alabama",1,3262,93,32.7794,-86.8287,"alabama"
"31",2020-04-12,"alabama",1,3583,93,32.7794,-86.8287,"alabama"
"32",2020-04-13,"alabama",1,3805,104,32.7794,-86.8287,"alabama"
"33",2020-04-14,"alabama",1,3953,114,32.7794,-86.8287,"alabama"
"34",2020-04-15,"alabama",1,4241,123,32.7794,-86.8287,"alabama"
"35",2020-04-16,"alabama",1,4404,137,32.7794,-86.8287,"alabama"
"36",2020-04-17,"alabama",1,4572,151,32.7794,-86.8287,"alabama"
"37",2020-04-18,"alabama",1,4723,147,32.7794,-86.8287,"alabama"
"38",2020-04-19,"alabama",1,4903,160,32.7794,-86.8287,"alabama"
"39",2020-04-20,"alabama",1,5078,164,32.7794,-86.8287,"alabama"
"40",2020-04-21,"alabama",1,5327,186,32.7794,-86.8287,"alabama"
"41",2020-04-22,"alabama",1,5610,201,32.7794,-86.8287,"alabama"
"42",2020-04-23,"alabama",1,5832,197,32.7794,-86.8287,"alabama"
"43",2020-04-24,"alabama",1,6026,209,32.7794,-86.8287,"alabama"
"44",2020-04-25,"alabama",1,6213,213,32.7794,-86.8287,"alabama"
"45",2020-04-26,"alabama",1,6421,219,32.7794,-86.8287,"alabama"
"46",2020-04-27,"alabama",1,6539,228,32.7794,-86.8287,"alabama"
"47",2020-04-28,"alabama",1,6750,242,32.7794,-86.8287,"alabama"
"48",2020-04-29,"alabama",1,6925,262,32.7794,-86.8287,"alabama"
"49",2020-04-30,"alabama",1,7068,272,32.7794,-86.8287,"alabama"
"50",2020-05-01,"alabama",1,7294,289,32.7794,-86.8287,"alabama"
"51",2020-05-02,"alabama",1,7611,288,32.7794,-86.8287,"alabama"
"52",2020-05-03,"alabama",1,7888,290,32.7794,-86.8287,"alabama"
"53",2020-05-04,"alabama",1,8112,298,32.7794,-86.8287,"alabama"
"54",2020-05-05,"alabama",1,8437,315,32.7794,-86.8287,"alabama"
"55",2020-05-06,"alabama",1,8691,343,32.7794,-86.8287,"alabama"
"56",2020-05-07,"alabama",1,9046,369,32.7794,-86.8287,"alabama"
"57",2020-05-08,"alabama",1,9385,383,32.7794,-86.8287,"alabama"
"58",2020-05-09,"alabama",1,9668,390,32.7794,-86.8287,"alabama"
"59",2020-05-10,"alabama",1,9889,393,32.7794,-86.8287,"alabama"
"60",2020-05-11,"alabama",1,10164,403,32.7794,-86.8287,"alabama"
"61",2020-05-12,"alabama",1,10464,435,32.7794,-86.8287,"alabama"
"62",2020-05-13,"alabama",1,10700,450,32.7794,-86.8287,"alabama"
"63",2020-05-14,"alabama",1,11101,473,32.7794,-86.8287,"alabama"
"64",2020-05-15,"alabama",1,11373,483,32.7794,-86.8287,"alabama"
"65",2020-05-16,"alabama",1,11674,485,32.7794,-86.8287,"alabama"
"66",2020-05-17,"alabama",1,11771,488,32.7794,-86.8287,"alabama"
"67",2020-05-18,"alabama",1,12086,489,32.7794,-86.8287,"alabama"
"68",2020-05-19,"alabama",1,12376,504,32.7794,-86.8287,"alabama"
"69",2020-05-20,"alabama",1,13052,522,32.7794,-86.8287,"alabama"
"70",2020-05-21,"alabama",1,13414,529,32.7794,-86.8287,"alabama"
"71",2020-05-22,"alabama",1,13670,541,32.7794,-86.8287,"alabama"
"72",2020-05-23,"alabama",1,14149,549,32.7794,-86.8287,"alabama"
"73",2020-05-24,"alabama",1,14478,551,32.7794,-86.8287,"alabama"
"74",2020-05-25,"alabama",1,14986,566,32.7794,-86.8287,"alabama"
"75",2020-05-26,"alabama",1,15650,580,32.7794,-86.8287,"alabama"
"76",2020-05-27,"alabama",1,16032,583,32.7794,-86.8287,"alabama"
"77",2020-05-28,"alabama",1,16530,591,32.7794,-86.8287,"alabama"
"78",2020-05-29,"alabama",1,17031,610,32.7794,-86.8287,"alabama"
"79",2020-05-30,"alabama",1,17359,618,32.7794,-86.8287,"alabama"
"80",2020-05-31,"alabama",1,17952,630,32.7794,-86.8287,"alabama"
"81",2020-06-01,"alabama",1,18534,646,32.7794,-86.8287,"alabama"
"82",2020-06-02,"alabama",1,18771,653,32.7794,-86.8287,"alabama"
"83",2020-06-03,"alabama",1,18851,653,32.7794,-86.8287,"alabama"
"84",2020-06-04,"alabama",1,19072,653,32.7794,-86.8287,"alabama"
"85",2020-06-05,"alabama",1,19387,676,32.7794,-86.8287,"alabama"
"86",2020-06-06,"alabama",1,20043,689,32.7794,-86.8287,"alabama"
"87",2020-06-07,"alabama",1,20500,692,32.7794,-86.8287,"alabama"
"88",2020-06-08,"alabama",1,20925,718,32.7794,-86.8287,"alabama"
"89",2020-06-09,"alabama",1,21422,729,32.7794,-86.8287,"alabama"
"90",2020-06-10,"alabama",1,21989,744,32.7794,-86.8287,"alabama"
"91",2020-06-11,"alabama",1,22845,755,32.7794,-86.8287,"alabama"
"92",2020-06-12,"alabama",1,23710,769,32.7794,-86.8287,"alabama"
"93",2020-06-13,"alabama",1,24601,773,32.7794,-86.8287,"alabama"
"94",2020-06-14,"alabama",1,25615,773,32.7794,-86.8287,"alabama"
"95",2020-06-15,"alabama",1,26272,774,32.7794,-86.8287,"alabama"
"96",2020-06-16,"alabama",1,26912,785,32.7794,-86.8287,"alabama"
"97",2020-06-17,"alabama",1,27312,790,32.7794,-86.8287,"alabama"
"98",2020-06-18,"alabama",1,28206,810,32.7794,-86.8287,"alabama"
"99",2020-06-19,"alabama",1,29002,822,32.7794,-86.8287,"alabama"
"100",2020-06-20,"alabama",1,29549,838,32.7794,-86.8287,"alabama"
"101",2020-06-21,"alabama",1,30021,839,32.7794,-86.8287,"alabama"
"102",2020-06-22,"alabama",1,30454,841,32.7794,-86.8287,"alabama"
"103",2020-06-23,"alabama",1,31097,864,32.7794,-86.8287,"alabama"
"104",2020-06-24,"alabama",1,32064,891,32.7794,-86.8287,"alabama"
"105",2020-06-25,"alabama",1,33206,896,32.7794,-86.8287,"alabama"
"106",2020-06-26,"alabama",1,34183,907,32.7794,-86.8287,"alabama"
"107",2020-06-27,"alabama",1,35083,919,32.7794,-86.8287,"alabama"
"108",2020-06-28,"alabama",1,35441,919,32.7794,-86.8287,"alabama"
"109",2020-06-29,"alabama",1,37175,929,32.7794,-86.8287,"alabama"
"110",2020-06-30,"alabama",1,38045,950,32.7794,-86.8287,"alabama"
"111",2020-07-01,"alabama",1,38962,972,32.7794,-86.8287,"alabama"
"112",2020-07-02,"alabama",1,40111,985,32.7794,-86.8287,"alabama"
"113",2020-07-03,"alabama",1,41865,1006,32.7794,-86.8287,"alabama"
"114",2020-07-04,"alabama",1,42862,1007,32.7794,-86.8287,"alabama"
"115",2020-07-05,"alabama",1,43953,1007,32.7794,-86.8287,"alabama"
"116",2020-07-06,"alabama",1,44878,1007,32.7794,-86.8287,"alabama"
"117",2020-07-07,"alabama",1,45785,1033,32.7794,-86.8287,"alabama"
"118",2020-07-08,"alabama",1,46962,1058,32.7794,-86.8287,"alabama"
"119",2020-07-09,"alabama",1,49174,1068,32.7794,-86.8287,"alabama"
"120",2020-07-10,"alabama",1,50508,1104,32.7794,-86.8287,"alabama"
"121",2020-07-11,"alabama",1,51947,1114,32.7794,-86.8287,"alabama"
"122",2020-07-12,"alabama",1,53587,1121,32.7794,-86.8287,"alabama"
"123",2020-07-13,"alabama",1,55545,1124,32.7794,-86.8287,"alabama"
"124",2020-07-14,"alabama",1,57255,1164,32.7794,-86.8287,"alabama"
"125",2020-07-15,"alabama",1,59067,1211,32.7794,-86.8287,"alabama"
"126",2020-07-16,"alabama",1,61088,1230,32.7794,-86.8287,"alabama"
"127",2020-07-17,"alabama",1,63091,1265,32.7794,-86.8287,"alabama"
"128",2020-07-18,"alabama",1,65234,1286,32.7794,-86.8287,"alabama"
"129",2020-07-19,"alabama",1,67011,1287,32.7794,-86.8287,"alabama"
"130",2020-07-20,"alabama",1,68891,1291,32.7794,-86.8287,"alabama"
"131",2020-07-21,"alabama",1,70358,1303,32.7794,-86.8287,"alabama"
"132",2020-07-22,"alabama",1,71813,1364,32.7794,-86.8287,"alabama"
"133",2020-07-23,"alabama",1,74212,1397,32.7794,-86.8287,"alabama"
"134",2020-07-24,"alabama",1,76005,1438,32.7794,-86.8287,"alabama"
"135",2020-07-25,"alabama",1,78130,1456,32.7794,-86.8287,"alabama"
"136",2020-07-26,"alabama",1,79294,1473,32.7794,-86.8287,"alabama"
"137",2020-07-27,"alabama",1,81115,1491,32.7794,-86.8287,"alabama"
"138",2020-07-28,"alabama",1,82366,1491,32.7794,-86.8287,"alabama"
"139",2020-07-29,"alabama",1,83782,1538,32.7794,-86.8287,"alabama"
"140",2020-07-30,"alabama",1,85762,1565,32.7794,-86.8287,"alabama"
"141",2020-07-31,"alabama",1,87723,1580,32.7794,-86.8287,"alabama"
"142",2020-08-01,"alabama",1,89349,1603,32.7794,-86.8287,"alabama"
"143",2020-08-02,"alabama",1,91444,1627,32.7794,-86.8287,"alabama"
"144",2020-08-03,"alabama",1,92661,1633,32.7794,-86.8287,"alabama"
"145",2020-08-04,"alabama",1,93702,1666,32.7794,-86.8287,"alabama"
"146",2020-08-05,"alabama",1,94654,1695,32.7794,-86.8287,"alabama"
"147",2020-08-06,"alabama",1,96592,1714,32.7794,-86.8287,"alabama"
"148",2020-08-07,"alabama",1,98301,1735,32.7794,-86.8287,"alabama"
"149",2020-08-08,"alabama",1,100173,1755,32.7794,-86.8287,"alabama"
"150",2020-08-09,"alabama",1,101334,1768,32.7794,-86.8287,"alabama"
"151",2020-08-10,"alabama",1,103020,1797,32.7794,-86.8287,"alabama"
"152",2020-08-11,"alabama",1,103851,1847,32.7794,-86.8287,"alabama"
"153",2020-08-12,"alabama",1,104786,1882,32.7794,-86.8287,"alabama"
"154",2020-08-13,"alabama",1,105557,1890,32.7794,-86.8287,"alabama"
"155",2020-08-14,"alabama",1,106309,1893,32.7794,-86.8287,"alabama"
"156",2020-08-15,"alabama",1,107580,1896,32.7794,-86.8287,"alabama"
"157",2020-08-16,"alabama",1,108433,1898,32.7794,-86.8287,"alabama"
"158",2020-08-17,"alabama",1,109004,1925,32.7794,-86.8287,"alabama"
"159",2020-08-18,"alabama",1,110361,1936,32.7794,-86.8287,"alabama"
"160",2020-08-19,"alabama",1,111478,1944,32.7794,-86.8287,"alabama"
"161",2020-08-20,"alabama",1,112449,1974,32.7794,-86.8287,"alabama"
"162",2020-08-21,"alabama",1,113632,1996,32.7794,-86.8287,"alabama"
"163",2020-08-22,"alabama",1,114532,2011,32.7794,-86.8287,"alabama"
"164",2020-08-23,"alabama",1,115060,2013,32.7794,-86.8287,"alabama"
"165",2020-08-24,"alabama",1,116710,2024,32.7794,-86.8287,"alabama"
"166",2020-08-25,"alabama",1,117242,2037,32.7794,-86.8287,"alabama"
"167",2020-08-26,"alabama",1,119254,2045,32.7794,-86.8287,"alabama"
"168",2020-08-27,"alabama",1,121023,2076,32.7794,-86.8287,"alabama"
"169",2020-08-28,"alabama",1,122185,2107,32.7794,-86.8287,"alabama"
"170",2020-08-29,"alabama",1,123889,2152,32.7794,-86.8287,"alabama"
"171",2020-08-30,"alabama",1,125235,2162,32.7794,-86.8287,"alabama"
"172",2020-08-31,"alabama",1,126058,2182,32.7794,-86.8287,"alabama"
"173",2020-09-01,"alabama",1,127616,2200,32.7794,-86.8287,"alabama"
"174",2020-09-02,"alabama",1,128239,2217,32.7794,-86.8287,"alabama"
"175",2020-09-03,"alabama",1,129285,2233,32.7794,-86.8287,"alabama"
"176",2020-09-04,"alabama",1,130393,2266,32.7794,-86.8287,"alabama"
"177",2020-09-05,"alabama",1,131803,2275,32.7794,-86.8287,"alabama"
"178",2020-09-06,"alabama",1,132314,2276,32.7794,-86.8287,"alabama"
"179",2020-09-07,"alabama",1,132973,2276,32.7794,-86.8287,"alabama"
"180",2020-09-08,"alabama",1,133606,2277,32.7794,-86.8287,"alabama"
"181",2020-09-09,"alabama",1,134417,2285,32.7794,-86.8287,"alabama"
"182",2020-09-10,"alabama",1,135565,2301,32.7794,-86.8287,"alabama"
"183",2020-09-11,"alabama",1,136703,2333,32.7794,-86.8287,"alabama"
"184",2020-09-12,"alabama",1,137646,2350,32.7794,-86.8287,"alabama"
"185",2020-09-13,"alabama",1,138755,2351,32.7794,-86.8287,"alabama"
"186",2020-09-14,"alabama",1,139459,2355,32.7794,-86.8287,"alabama"
"187",2020-09-15,"alabama",1,140160,2387,32.7794,-86.8287,"alabama"
"188",2020-09-16,"alabama",1,141087,2392,32.7794,-86.8287,"alabama"
"189",2020-09-17,"alabama",1,141757,2401,32.7794,-86.8287,"alabama"
"190",2020-09-18,"alabama",1,142863,2428,32.7794,-86.8287,"alabama"
"191",2020-09-19,"alabama",1,144164,2437,32.7794,-86.8287,"alabama"
"192",2020-09-20,"alabama",1,144962,2437,32.7794,-86.8287,"alabama"
"193",2020-09-21,"alabama",1,145780,2439,32.7794,-86.8287,"alabama"
"194",2020-09-22,"alabama",1,146584,2457,32.7794,-86.8287,"alabama"
"195",2020-09-23,"alabama",1,147153,2488,32.7794,-86.8287,"alabama"
"196",2020-09-24,"alabama",1,148206,2506,32.7794,-86.8287,"alabama"
"197",2020-09-25,"alabama",1,150658,2491,32.7794,-86.8287,"alabama"
"198",2020-09-26,"alabama",1,151591,2501,32.7794,-86.8287,"alabama"
"199",2020-09-27,"alabama",1,152321,2502,32.7794,-86.8287,"alabama"
"200",2020-09-28,"alabama",1,152983,2501,32.7794,-86.8287,"alabama"
"201",2020-09-29,"alabama",1,153554,2517,32.7794,-86.8287,"alabama"
"202",2020-09-30,"alabama",1,154701,2540,32.7794,-86.8287,"alabama"
"203",2020-10-01,"alabama",1,155744,2548,32.7794,-86.8287,"alabama"
"204",2020-10-02,"alabama",1,156698,2550,32.7794,-86.8287,"alabama"
"205",2020-10-03,"alabama",1,158380,2558,32.7794,-86.8287,"alabama"
"206",2020-10-04,"alabama",1,159169,2558,32.7794,-86.8287,"alabama"
"207",2020-10-05,"alabama",1,159713,2559,32.7794,-86.8287,"alabama"
"208",2020-10-06,"alabama",1,160477,2580,32.7794,-86.8287,"alabama"
"209",2020-10-07,"alabama",1,161418,2601,32.7794,-86.8287,"alabama"
"210",2020-10-08,"alabama",1,161975,2637,32.7794,-86.8287,"alabama"
"211",2020-10-09,"alabama",1,163465,2653,32.7794,-86.8287,"alabama"
"212",2020-10-10,"alabama",1,164526,2664,32.7794,-86.8287,"alabama"
"213",2020-10-11,"alabama",1,165342,2664,32.7794,-86.8287,"alabama"
"214",2020-10-12,"alabama",1,166076,2665,32.7794,-86.8287,"alabama"
"215",2020-10-13,"alabama",1,167193,2665,32.7794,-86.8287,"alabama"
"216",2020-10-14,"alabama",1,167977,2706,32.7794,-86.8287,"alabama"
"217",2020-10-15,"alabama",1,169162,2756,32.7794,-86.8287,"alabama"
"218",2020-10-16,"alabama",1,170374,2786,32.7794,-86.8287,"alabama"
"219",2020-10-17,"alabama",1,171662,2788,32.7794,-86.8287,"alabama"
"220",2020-10-18,"alabama",1,172626,2788,32.7794,-86.8287,"alabama"
"221",2020-10-19,"alabama",1,173485,2789,32.7794,-86.8287,"alabama"
"222",2020-10-20,"alabama",1,174528,2805,32.7794,-86.8287,"alabama"
"223",2020-10-21,"alabama",1,175674,2828,32.7794,-86.8287,"alabama"
"224",2020-10-22,"alabama",1,177064,2843,32.7794,-86.8287,"alabama"
"225",2020-10-23,"alabama",1,180916,2859,32.7794,-86.8287,"alabama"
"226",2020-10-24,"alabama",1,183276,2866,32.7794,-86.8287,"alabama"
"227",2020-10-25,"alabama",1,184355,2866,32.7794,-86.8287,"alabama"
"228",2020-10-26,"alabama",1,185322,2866,32.7794,-86.8287,"alabama"
"229",2020-10-27,"alabama",1,186437,2892,32.7794,-86.8287,"alabama"
"230",2020-10-28,"alabama",1,187706,2911,32.7794,-86.8287,"alabama"
"231",2020-10-29,"alabama",1,189149,2914,32.7794,-86.8287,"alabama"
"232",2020-10-30,"alabama",1,190496,2932,32.7794,-86.8287,"alabama"
"233",2020-10-31,"alabama",1,192285,2967,32.7794,-86.8287,"alabama"
"234",2020-11-01,"alabama",1,193985,2973,32.7794,-86.8287,"alabama"
"235",2020-11-02,"alabama",1,194892,2973,32.7794,-86.8287,"alabama"
"236",2020-11-03,"alabama",1,195929,2987,32.7794,-86.8287,"alabama"
"237",2020-11-04,"alabama",1,197777,3006,32.7794,-86.8287,"alabama"
"238",2020-11-05,"alabama",1,199158,3026,32.7794,-86.8287,"alabama"
"239",2020-11-06,"alabama",1,200714,3049,32.7794,-86.8287,"alabama"
"240",2020-11-07,"alabama",1,202482,3082,32.7794,-86.8287,"alabama"
"241",2020-11-08,"alabama",1,203687,3084,32.7794,-86.8287,"alabama"
"242",2020-11-09,"alabama",1,204857,3084,32.7794,-86.8287,"alabama"
"243",2020-11-10,"alabama",1,206567,3120,32.7794,-86.8287,"alabama"
"244",2020-11-11,"alabama",1,208637,3201,32.7794,-86.8287,"alabama"
"245",2020-11-12,"alabama",1,210637,3213,32.7794,-86.8287,"alabama"
"246",2020-11-13,"alabama",1,213617,3231,32.7794,-86.8287,"alabama"
"247",2020-11-14,"alabama",1,215843,3246,32.7794,-86.8287,"alabama"
"248",2020-11-15,"alabama",1,217822,3248,32.7794,-86.8287,"alabama"
"249",2020-11-16,"alabama",1,219232,3249,32.7794,-86.8287,"alabama"
"250",2020-11-17,"alabama",1,220848,3301,32.7794,-86.8287,"alabama"
"251",2020-11-18,"alabama",1,223486,3347,32.7794,-86.8287,"alabama"
"252",2020-11-19,"alabama",1,225910,3419,32.7794,-86.8287,"alabama"
"253",2020-11-20,"alabama",1,228373,3451,32.7794,-86.8287,"alabama"
"254",2020-11-21,"alabama",1,230708,3457,32.7794,-86.8287,"alabama"
"255",2020-11-22,"alabama",1,232506,3457,32.7794,-86.8287,"alabama"
"256",2020-11-23,"alabama",1,234080,3459,32.7794,-86.8287,"alabama"
"257",2020-11-24,"alabama",1,236865,3472,32.7794,-86.8287,"alabama"
"258",2020-11-25,"alabama",1,239318,3532,32.7794,-86.8287,"alabama"
"259",2020-11-26,"alabama",1,241957,3572,32.7794,-86.8287,"alabama"
"260",2020-11-27,"alabama",1,242874,3572,32.7794,-86.8287,"alabama"
"261",2020-11-28,"alabama",1,244993,3572,32.7794,-86.8287,"alabama"
"262",2020-11-29,"alabama",1,247229,3577,32.7794,-86.8287,"alabama"
"263",2020-11-30,"alabama",1,249524,3578,32.7794,-86.8287,"alabama"
"264",2020-12-01,"alabama",1,252900,3638,32.7794,-86.8287,"alabama"
"265",2020-12-02,"alabama",1,256828,3711,32.7794,-86.8287,"alabama"
"266",2020-12-03,"alabama",1,260359,3776,32.7794,-86.8287,"alabama"
"267",2020-12-04,"alabama",1,264199,3831,32.7794,-86.8287,"alabama"
"268",2020-12-05,"alabama",1,267589,3877,32.7794,-86.8287,"alabama"
"269",2020-12-06,"alabama",1,269877,3889,32.7794,-86.8287,"alabama"
"270",2020-12-07,"alabama",1,272229,3892,32.7794,-86.8287,"alabama"
"271",2020-12-08,"alabama",1,276665,3942,32.7794,-86.8287,"alabama"
"272",2020-12-09,"alabama",1,280187,3985,32.7794,-86.8287,"alabama"
"273",2020-12-10,"alabama",1,284922,4034,32.7794,-86.8287,"alabama"
"274",2020-12-11,"alabama",1,288775,4086,32.7794,-86.8287,"alabama"
"275",2020-12-12,"alabama",1,292841,4102,32.7794,-86.8287,"alabama"
"276",2020-12-13,"alabama",1,295631,4102,32.7794,-86.8287,"alabama"
"277",2020-12-14,"alabama",1,297895,4102,32.7794,-86.8287,"alabama"
"278",2020-12-15,"alabama",1,301533,4124,32.7794,-86.8287,"alabama"
"279",2020-12-16,"alabama",1,305640,4198,32.7794,-86.8287,"alabama"
"280",2020-12-17,"alabama",1,310335,4254,32.7794,-86.8287,"alabama"
"281",2020-12-18,"alabama",1,315683,4296,32.7794,-86.8287,"alabama"
"282",2020-12-19,"alabama",1,319904,4389,32.7794,-86.8287,"alabama"
"283",2020-12-20,"alabama",1,322452,4389,32.7794,-86.8287,"alabama"
"284",2020-12-21,"alabama",1,324832,4389,32.7794,-86.8287,"alabama"
"285",2020-12-22,"alabama",1,329811,4452,32.7794,-86.8287,"alabama"
"286",2020-12-23,"alabama",1,334569,4587,32.7794,-86.8287,"alabama"
"287",2020-12-24,"alabama",1,338801,4676,32.7794,-86.8287,"alabama"
"288",2020-12-25,"alabama",1,342426,4680,32.7794,-86.8287,"alabama"
"289",2020-12-26,"alabama",1,343458,4685,32.7794,-86.8287,"alabama"
"290",2020-12-27,"alabama",1,345628,4691,32.7794,-86.8287,"alabama"
"291",2020-12-28,"alabama",1,347897,4712,32.7794,-86.8287,"alabama"
"292",2020-12-29,"alabama",1,351804,4737,32.7794,-86.8287,"alabama"
"293",2020-12-30,"alabama",1,356820,4774,32.7794,-86.8287,"alabama"
"294",2020-12-31,"alabama",1,361226,4827,32.7794,-86.8287,"alabama"
"295",2021-01-01,"alabama",1,365747,4872,32.7794,-86.8287,"alabama"
"296",2021-01-02,"alabama",1,369458,4872,32.7794,-86.8287,"alabama"
"297",2021-01-03,"alabama",1,371934,4873,32.7794,-86.8287,"alabama"
"298",2021-01-04,"alabama",1,374095,4878,32.7794,-86.8287,"alabama"
"299",2021-01-05,"alabama",1,379593,4886,32.7794,-86.8287,"alabama"
"300",2021-01-06,"alabama",1,384184,4994,32.7794,-86.8287,"alabama"
"301",2021-01-07,"alabama",1,389230,5080,32.7794,-86.8287,"alabama"
"302",2021-01-08,"alabama",1,394287,5191,32.7794,-86.8287,"alabama"
"303",2021-01-09,"alabama",1,399150,5299,32.7794,-86.8287,"alabama"
"304",2021-01-10,"alabama",1,401900,5334,32.7794,-86.8287,"alabama"
"305",2021-01-11,"alabama",1,404000,5347,32.7794,-86.8287,"alabama"
"306",2021-01-12,"alabama",1,407848,5573,32.7794,-86.8287,"alabama"
"307",2021-01-13,"alabama",1,410995,5760,32.7794,-86.8287,"alabama"
"308",2021-01-14,"alabama",1,414583,5945,32.7794,-86.8287,"alabama"
"309",2021-01-15,"alabama",1,417528,6030,32.7794,-86.8287,"alabama"
"310",2021-01-16,"alabama",1,420681,6119,32.7794,-86.8287,"alabama"
"311",2021-01-17,"alabama",1,422598,6120,32.7794,-86.8287,"alabama"
"312",2021-01-18,"alabama",1,424028,6121,32.7794,-86.8287,"alabama"
"313",2021-01-19,"alabama",1,426543,6126,32.7794,-86.8287,"alabama"
"314",2021-01-20,"alabama",1,429655,6283,32.7794,-86.8287,"alabama"
"315",2021-01-21,"alabama",1,432536,6379,32.7794,-86.8287,"alabama"
"316",2021-01-22,"alabama",1,436087,6486,32.7794,-86.8287,"alabama"
"317",2021-01-23,"alabama",1,439442,6657,32.7794,-86.8287,"alabama"
"318",2021-01-24,"alabama",1,441170,6660,32.7794,-86.8287,"alabama"
"319",2021-01-25,"alabama",1,443009,6662,32.7794,-86.8287,"alabama"
"320",2021-01-26,"alabama",1,445909,6896,32.7794,-86.8287,"alabama"
"321",2021-01-27,"alabama",1,449086,7172,32.7794,-86.8287,"alabama"
"322",2021-01-28,"alabama",1,452734,7340,32.7794,-86.8287,"alabama"
"323",2021-01-29,"alabama",1,455582,7566,32.7794,-86.8287,"alabama"
"324",2021-01-30,"alabama",1,455582,7566,32.7794,-86.8287,"alabama"
"325",2021-01-31,"alabama",1,459639,7688,32.7794,-86.8287,"alabama"
"326",2021-02-01,"alabama",1,460860,7688,32.7794,-86.8287,"alabama"
"327",2021-02-02,"alabama",1,462938,7894,32.7794,-86.8287,"alabama"
"328",2021-02-03,"alabama",1,465056,8203,32.7794,-86.8287,"alabama"
"329",2021-02-04,"alabama",1,467823,8365,32.7794,-86.8287,"alabama"
"330",2021-02-05,"alabama",1,469319,8449,32.7794,-86.8287,"alabama"
"331",2021-02-06,"alabama",1,471311,8513,32.7794,-86.8287,"alabama"
"332",2021-02-07,"alabama",1,472423,8515,32.7794,-86.8287,"alabama"
"333",2021-02-08,"alabama",1,473348,8523,32.7794,-86.8287,"alabama"
"334",2021-02-09,"alabama",1,474666,8579,32.7794,-86.8287,"alabama"
"335",2021-02-10,"alabama",1,476067,8888,32.7794,-86.8287,"alabama"
"336",2021-02-11,"alabama",1,477570,9021,32.7794,-86.8287,"alabama"
"337",2021-02-12,"alabama",1,478667,9180,32.7794,-86.8287,"alabama"
"338",2021-02-13,"alabama",1,479856,9242,32.7794,-86.8287,"alabama"
"339",2021-02-14,"alabama",1,480931,9242,32.7794,-86.8287,"alabama"
"340",2021-02-15,"alabama",1,481605,9244,32.7794,-86.8287,"alabama"
"341",2021-02-16,"alabama",1,482488,9257,32.7794,-86.8287,"alabama"
"342",2021-02-17,"alabama",1,483167,9346,32.7794,-86.8287,"alabama"
"343",2021-02-18,"alabama",1,484365,9424,32.7794,-86.8287,"alabama"
"344",2021-02-19,"alabama",1,485212,9573,32.7794,-86.8287,"alabama"
"345",2021-02-20,"alabama",1,485986,9590,32.7794,-86.8287,"alabama"
"346",2021-02-21,"alabama",1,486843,9592,32.7794,-86.8287,"alabama"
"347",2021-02-22,"alabama",1,487520,9592,32.7794,-86.8287,"alabama"
"348",2021-02-23,"alabama",1,488973,9660,32.7794,-86.8287,"alabama"
"349",2021-02-24,"alabama",1,490220,9744,32.7794,-86.8287,"alabama"
"350",2021-02-25,"alabama",1,491110,9831,32.7794,-86.8287,"alabama"
"351",2021-02-26,"alabama",1,491849,9869,32.7794,-86.8287,"alabama"
"352",2021-02-27,"alabama",1,492683,9930,32.7794,-86.8287,"alabama"
